Year,quarter,Bene_Geo_Desc,Bene_Mdcd_Mdcr_Enrl_Stus,Bene_Race_Desc,Bene_Sex_Desc,Bene_Mdcr_Entlmt_Stus,Bene_Age_Desc,Bene_RUCA_Desc,Total_Bene_TH_Elig,Total_PartB_Enrl,Total_Bene_Telehealth,Pct_Telehealth
2021,Overall,Alabama,All,All,All,Aged,All,All,372483,375847,92544,0.2485
2021,Overall,Alabama,All,All,All,All,0-64,All,75093,77829,24887,0.3314
2021,Overall,Alabama,All,All,All,All,65-74,All,195935,200344,48039,0.2452
2021,Overall,Alabama,All,All,All,All,75-84,All,126262,126209,32193,0.255
2021,Overall,Alabama,All,All,All,All,85 and over,All,53501,51976,13436,0.2511
2021,Overall,Alabama,All,All,All,All,All,All,450791,456357,118555,0.263
2021,Overall,Alabama,All,All,All,All,All,Rural,133827,134984,32305,0.2414
2021,Overall,Alabama,All,All,All,All,All,Unknown,,,,
2021,Overall,Alabama,All,All,All,All,All,Urban,315870,320230,85958,0.2721
2021,Overall,Alabama,All,All,All,Disabled,All,All,71400,74779,23712,0.3321
2021,Overall,Alabama,All,All,All,ESRD,All,All,6908,5732,2299,0.3328
2021,Overall,Alabama,All,All,Female,All,All,All,253599,250769,72286,0.285
2021,Overall,Alabama,All,All,Male,All,All,All,197192,205588,46269,0.2346
2021,Overall,Alabama,All,American Indian/Alaska Native,All,All,All,All,416,407,155,0.3726
2021,Overall,Alabama,All,Asian/Pacific Islander,All,All,All,All,2621,2868,512,0.1953
2021,Overall,Alabama,All,Black/African American,All,All,All,All,75852,78751,19480,0.2568
2021,Overall,Alabama,All,Hispanic,All,All,All,All,3938,4260,922,0.2341
2021,Overall,Alabama,All,Non-Hispanic White,All,All,All,All,361918,363797,95961,0.2651
2021,Overall,Alabama,All,Other/Unknown,All,All,All,All,,,,
2021,Overall,Alabama,Medicare & Medicaid,All,All,All,All,All,85114,82094,25290,0.2971
2021,Overall,Alabama,Medicare Only,All,All,All,All,All,365677,374264,93265,0.255
2021,Overall,Alaska,All,All,All,Aged,All,All,74502,82439,25054,0.3363
2021,Overall,Alaska,All,All,All,All,0-64,All,9451,10454,4865,0.5148
2021,Overall,Alaska,All,All,All,All,65-74,All,46285,52243,15279,0.3301
2021,Overall,Alaska,All,All,All,All,75-84,All,22076,23841,7553,0.3421
2021,Overall,Alaska,All,All,All,All,85 and over,All,6510,6696,2369,0.3639
2021,Overall,Alaska,All,All,All,All,All,All,84322,93234,30066,0.3566
2021,Overall,Alaska,All,All,All,All,All,Rural,40294,44372,13980,0.3469
2021,Overall,Alaska,All,All,All,All,All,Unknown,,,,
2021,Overall,Alaska,All,All,All,All,All,Urban,40862,45291,15059,0.3685
2021,Overall,Alaska,All,All,All,Disabled,All,All,9078,10103,4696,0.5173
2021,Overall,Alaska,All,All,All,ESRD,All,All,742,692,316,0.4259
2021,Overall,Alaska,All,All,Female,All,All,All,44548,47173,17190,0.3859
2021,Overall,Alaska,All,All,Male,All,All,All,39774,46061,12876,0.3237
2021,Overall,Alaska,All,American Indian/Alaska Native,All,All,All,All,10180,10840,5082,0.4992
2021,Overall,Alaska,All,Asian/Pacific Islander,All,All,All,All,3408,3915,927,0.272
2021,Overall,Alaska,All,Black/African American,All,All,All,All,2021,2392,816,0.4038
2021,Overall,Alaska,All,Hispanic,All,All,All,All,2165,2563,702,0.3242
2021,Overall,Alaska,All,Non-Hispanic White,All,All,All,All,63174,69712,21434,0.3393
2021,Overall,Alaska,All,Other/Unknown,All,All,All,All,,,,
2021,Overall,Alaska,Medicare & Medicaid,All,All,All,All,All,19061,20169,8898,0.4668
2021,Overall,Alaska,Medicare Only,All,All,All,All,All,65261,73066,21168,0.3244
2021,Overall,Arizona,All,All,All,Aged,All,All,591093,615046,227483,0.3849
2021,Overall,Arizona,All,All,All,All,0-64,All,41967,44828,22463,0.5353
2021,Overall,Arizona,All,All,All,All,65-74,All,329537,347732,123791,0.3757
2021,Overall,Arizona,All,All,All,All,75-84,All,198447,204240,80020,0.4032
2021,Overall,Arizona,All,All,All,All,85 and over,All,66621,66098,25852,0.388
2021,Overall,Arizona,All,All,All,All,All,All,636572,662898,252126,0.3961
2021,Overall,Arizona,All,All,All,All,All,Rural,94057,100622,32448,0.345
2021,Overall,Arizona,All,All,All,All,All,Unknown,,,,
2021,Overall,Arizona,All,All,All,All,All,Urban,541222,560823,219296,0.4052
2021,Overall,Arizona,All,All,All,Disabled,All,All,38841,42188,20618,0.5308
2021,Overall,Arizona,All,All,All,ESRD,All,All,6638,5664,4025,0.6064
2021,Overall,Arizona,All,All,Female,All,All,All,349316,354629,144462,0.4136
2021,Overall,Arizona,All,All,Male,All,All,All,287256,308268,107664,0.3748
2021,Overall,Arizona,All,American Indian/Alaska Native,All,All,All,All,21746,21642,10800,0.4966
2021,Overall,Arizona,All,Asian/Pacific Islander,All,All,All,All,9993,10829,3656,0.3659
2021,Overall,Arizona,All,Black/African American,All,All,All,All,14020,15168,6471,0.4616
2021,Overall,Arizona,All,Hispanic,All,All,All,All,47209,53280,18562,0.3932
2021,Overall,Arizona,All,Non-Hispanic White,All,All,All,All,524726,542251,205537,0.3917
2021,Overall,Arizona,All,Other/Unknown,All,All,All,All,,,,
2021,Overall,Arizona,Medicare & Medicaid,All,All,All,All,All,70022,71032,33371,0.4766
2021,Overall,Arizona,Medicare Only,All,All,All,All,All,566550,591866,218755,0.3861
2021,Overall,Arkansas,All,All,All,Aged,All,All,319793,325743,83510,0.2611
2021,Overall,Arkansas,All,All,All,All,0-64,All,55324,57318,20434,0.3694
2021,Overall,Arkansas,All,All,All,All,65-74,All,170113,175679,42446,0.2495
2021,Overall,Arkansas,All,All,All,All,75-84,All,108859,110071,29523,0.2712
2021,Overall,Arkansas,All,All,All,All,85 and over,All,42789,41706,12345,0.2885
2021,Overall,Arkansas,All,All,All,All,All,All,377085,384774,104748,0.2778
2021,Overall,Arkansas,All,All,All,All,All,Rural,170508,174128,43118,0.2529
2021,Overall,Arkansas,All,All,All,All,All,Unknown,,,,
2021,Overall,Arkansas,All,All,All,All,All,Urban,204763,208788,61081,0.2983
2021,Overall,Arkansas,All,All,All,Disabled,All,All,53148,55463,19555,0.3679
2021,Overall,Arkansas,All,All,All,ESRD,All,All,4144,3567,1683,0.4061
2021,Overall,Arkansas,All,All,Female,All,All,All,213943,211993,63426,0.2965
2021,Overall,Arkansas,All,All,Male,All,All,All,163142,172781,41322,0.2533
2021,Overall,Arkansas,All,American Indian/Alaska Native,All,All,All,All,1191,1204,396,0.3325
2021,Overall,Arkansas,All,Asian/Pacific Islander,All,All,All,All,2232,2460,449,0.2012
2021,Overall,Arkansas,All,Black/African American,All,All,All,All,35001,36018,10749,0.3071
2021,Overall,Arkansas,All,Hispanic,All,All,All,All,5019,5661,1207,0.2405
2021,Overall,Arkansas,All,Non-Hispanic White,All,All,All,All,328798,334295,90596,0.2755
2021,Overall,Arkansas,All,Other/Unknown,All,All,All,All,,,,
2021,Overall,Arkansas,Medicare & Medicaid,All,All,All,All,All,69822,67506,24566,0.3518
2021,Overall,Arkansas,Medicare Only,All,All,All,All,All,307263,317267,80182,0.261
2021,Overall,California,All,All,All,Aged,All,All,2342272,2523629,1212352,0.5176
2021,Overall,California,All,All,All,All,0-64,All,304057,333178,192142,0.6319
2021,Overall,California,All,All,All,All,65-74,All,1238693,1365353,627569,0.5066
2021,Overall,California,All,All,All,All,75-84,All,773905,818564,412322,0.5328
2021,Overall,California,All,All,All,All,85 and over,All,352523,359689,187134,0.5308
2021,Overall,California,All,All,All,All,All,All,2669178,2876785,1419167,0.5317
2021,Overall,California,All,All,All,All,All,Rural,298547,321669,144252,0.4832
2021,Overall,California,All,All,All,All,All,Unknown,,,,
2021,Overall,California,All,All,All,All,All,Urban,2369158,2552774,1274220,0.5378
2021,Overall,California,All,All,All,Disabled,All,All,284635,315821,180012,0.6324
2021,Overall,California,All,All,All,ESRD,All,All,42271,37335,26803,0.6341
2021,Overall,California,All,All,Female,All,All,All,1497778,1571902,828809,0.5534
2021,Overall,California,All,All,Male,All,All,All,1171400,1304883,590358,0.504
2021,Overall,California,All,American Indian/Alaska Native,All,All,All,All,11060,11625,5846,0.5286
2021,Overall,California,All,Asian/Pacific Islander,All,All,All,All,326497,357941,175669,0.538
2021,Overall,California,All,Black/African American,All,All,All,All,132079,146784,75811,0.574
2021,Overall,California,All,Hispanic,All,All,All,All,435427,508683,240458,0.5522
2021,Overall,California,All,Non-Hispanic White,All,All,All,All,1653357,1731876,862949,0.5219
2021,Overall,California,All,Other/Unknown,All,All,All,All,,,,
2021,Overall,California,Medicare & Medicaid,All,All,All,All,All,904569,944584,547015,0.6047
2021,Overall,California,Medicare Only,All,All,All,All,All,1764609,1932201,872152,0.4942
2021,Overall,Colorado,All,All,All,Aged,All,All,374065,392882,112277,0.3002
2021,Overall,Colorado,All,All,All,All,0-64,All,43229,45889,22125,0.5118
2021,Overall,Colorado,All,All,All,All,65-74,All,219820,234708,65251,0.2968
2021,Overall,Colorado,All,All,All,All,75-84,All,112423,116671,34412,0.3061
2021,Overall,Colorado,All,All,All,All,85 and over,All,43519,43012,13433,0.3087
2021,Overall,Colorado,All,All,All,All,All,All,418991,440280,135221,0.3227
2021,Overall,Colorado,All,All,All,All,All,Rural,105771,112755,29895,0.2826
2021,Overall,Colorado,All,All,All,All,All,Unknown,,,,
2021,Overall,Colorado,All,All,All,All,All,Urban,312936,327196,105254,0.3363
2021,Overall,Colorado,All,All,All,Disabled,All,All,41397,44268,21261,0.5136
2021,Overall,Colorado,All,All,All,ESRD,All,All,3529,3130,1683,0.4769
2021,Overall,Colorado,All,All,Female,All,All,All,228673,233412,78479,0.3432
2021,Overall,Colorado,All,All,Male,All,All,All,190318,206867,56742,0.2981
2021,Overall,Colorado,All,American Indian/Alaska Native,All,All,All,All,1238,1288,501,0.4047
2021,Overall,Colorado,All,Asian/Pacific Islander,All,All,All,All,7208,7968,2034,0.2822
2021,Overall,Colorado,All,Black/African American,All,All,All,All,10510,11511,3926,0.3735
2021,Overall,Colorado,All,Hispanic,All,All,All,All,34685,38700,12035,0.347
2021,Overall,Colorado,All,Non-Hispanic White,All,All,All,All,349995,364533,111927,0.3198
2021,Overall,Colorado,All,Other/Unknown,All,All,All,All,,,,
2021,Overall,Colorado,Medicare & Medicaid,All,All,All,All,All,72198,72473,32616,0.4518
2021,Overall,Colorado,Medicare Only,All,All,All,All,All,346793,367806,102605,0.2959
2021,Overall,Connecticut,All,All,All,Aged,All,All,255681,257207,91816,0.3591
2021,Overall,Connecticut,All,All,All,All,0-64,All,39264,39047,23542,0.5996
2021,Overall,Connecticut,All,All,All,All,65-74,All,117323,119590,42968,0.3662
2021,Overall,Connecticut,All,All,All,All,75-84,All,88678,89503,31703,0.3575
2021,Overall,Connecticut,All,All,All,All,85 and over,All,51508,49674,18019,0.3498
2021,Overall,Connecticut,All,All,All,All,All,All,296773,297814,116232,0.3917
2021,Overall,Connecticut,All,All,All,All,All,Rural,13058,13135,4340,0.3324
2021,Overall,Connecticut,All,All,All,All,All,Unknown,,,,
2021,Overall,Connecticut,All,All,All,All,All,Urban,283645,284562,111872,0.3944
2021,Overall,Connecticut,All,All,All,Disabled,All,All,37748,37752,22787,0.6037
2021,Overall,Connecticut,All,All,All,ESRD,All,All,3344,2855,1629,0.4871
2021,Overall,Connecticut,All,All,Female,All,All,All,167984,166073,68898,0.4101
2021,Overall,Connecticut,All,All,Male,All,All,All,128789,131741,47334,0.3675
2021,Overall,Connecticut,All,American Indian/Alaska Native,All,All,All,All,262,261,120,0.458
2021,Overall,Connecticut,All,Asian/Pacific Islander,All,All,All,All,5833,6254,1945,0.3334
2021,Overall,Connecticut,All,Black/African American,All,All,All,All,17228,17296,7705,0.4472
2021,Overall,Connecticut,All,Hispanic,All,All,All,All,18248,18154,8734,0.4786
2021,Overall,Connecticut,All,Non-Hispanic White,All,All,All,All,242666,242955,93196,0.3841
2021,Overall,Connecticut,All,Other/Unknown,All,All,All,All,,,,
2021,Overall,Connecticut,Medicare & Medicaid,All,All,All,All,All,86535,82862,43816,0.5063
2021,Overall,Connecticut,Medicare Only,All,All,All,All,All,210238,214952,72416,0.3444
2021,Overall,Delaware,All,All,All,Aged,All,All,138508,139000,59148,0.427
2021,Overall,Delaware,All,All,All,All,0-64,All,14860,15051,8961,0.603
2021,Overall,Delaware,All,All,All,All,65-74,All,76377,76938,32317,0.4231
2021,Overall,Delaware,All,All,All,All,75-84,All,46203,46531,20382,0.4411
2021,Overall,Delaware,All,All,All,All,85 and over,All,16818,16321,7007,0.4166
2021,Overall,Delaware,All,All,All,All,All,All,154258,154839,68667,0.4451
2021,Overall,Delaware,All,All,All,All,All,Rural,48360,47925,19013,0.3932
2021,Overall,Delaware,All,All,All,All,All,Unknown,,,,
2021,Overall,Delaware,All,All,All,All,All,Urban,105833,106845,49622,0.4689
2021,Overall,Delaware,All,All,All,Disabled,All,All,14147,14431,8525,0.6026
2021,Overall,Delaware,All,All,All,ESRD,All,All,1603,1408,994,0.6201
2021,Overall,Delaware,All,All,Female,All,All,All,87121,86292,40673,0.4669
2021,Overall,Delaware,All,All,Male,All,All,All,67137,68547,27994,0.417
2021,Overall,Delaware,All,American Indian/Alaska Native,All,All,All,All,65,65,28,0.4308
2021,Overall,Delaware,All,Asian/Pacific Islander,All,All,All,All,2501,2655,1098,0.439
2021,Overall,Delaware,All,Black/African American,All,All,All,All,20423,20665,10357,0.5071
2021,Overall,Delaware,All,Hispanic,All,All,All,All,3414,3592,1667,0.4883
2021,Overall,Delaware,All,Non-Hispanic White,All,All,All,All,123003,122899,53494,0.4349
2021,Overall,Delaware,All,Other/Unknown,All,All,All,All,,,,
2021,Overall,Delaware,Medicare & Medicaid,All,All,All,All,All,21659,21060,11993,0.5537
2021,Overall,Delaware,Medicare Only,All,All,All,All,All,132599,133779,56674,0.4274
2021,Overall,District Of Columbia,All,All,All,Aged,All,All,43792,46368,20199,0.4612
2021,Overall,District Of Columbia,All,All,All,All,0-64,All,7820,8249,4534,0.5798
2021,Overall,District Of Columbia,All,All,All,All,65-74,All,22436,23846,10641,0.4743
2021,Overall,District Of Columbia,All,All,All,All,75-84,All,14836,15563,6912,0.4659
2021,Overall,District Of Columbia,All,All,All,All,85 and over,All,7170,7513,3015,0.4205
2021,Overall,District Of Columbia,All,All,All,All,All,All,52262,55171,25102,0.4803
2021,Overall,District Of Columbia,All,All,All,All,All,Rural,,,,
2021,Overall,District Of Columbia,All,All,All,All,All,Unknown,,,,
2021,Overall,District Of Columbia,All,All,All,All,All,Urban,52254,55155,25099,0.4803
2021,Overall,District Of Columbia,All,All,All,Disabled,All,All,7177,7675,4133,0.5759
2021,Overall,District Of Columbia,All,All,All,ESRD,All,All,1293,1128,770,0.5955
2021,Overall,District Of Columbia,All,All,Female,All,All,All,30737,31688,15424,0.5018
2021,Overall,District Of Columbia,All,All,Male,All,All,All,21525,23484,9678,0.4496
2021,Overall,District Of Columbia,All,American Indian/Alaska Native,All,All,All,All,13,17,,
2021,Overall,District Of Columbia,All,Asian/Pacific Islander,All,All,All,All,1009,1130,392,0.3885
2021,Overall,District Of Columbia,All,Black/African American,All,All,All,All,29592,31281,14414,0.4871
2021,Overall,District Of Columbia,All,Hispanic,All,All,All,All,2277,2545,1248,0.5481
2021,Overall,District Of Columbia,All,Non-Hispanic White,All,All,All,All,17387,18056,8108,0.4663
2021,Overall,District Of Columbia,All,Other/Unknown,All,All,All,All,,,,
2021,Overall,District Of Columbia,Medicare & Medicaid,All,All,All,All,All,20994,21050,11170,0.5321
2021,Overall,District Of Columbia,Medicare Only,All,All,All,All,All,31268,34121,13932,0.4456
2021,Overall,Florida,All,All,All,Aged,All,All,1851018,1866285,584864,0.316
2021,Overall,Florida,All,All,All,All,0-64,All,181800,187373,80252,0.4414
2021,Overall,Florida,All,All,All,All,65-74,All,926780,950375,288476,0.3113
2021,Overall,Florida,All,All,All,All,75-84,All,647836,649864,211380,0.3263
2021,Overall,Florida,All,All,All,All,85 and over,All,288846,276415,90657,0.3139
2021,Overall,Florida,All,All,All,All,All,All,2045262,2064027,670765,0.328
2021,Overall,Florida,All,All,All,All,All,Rural,78518,80499,23261,0.2963
2021,Overall,Florida,All,All,All,All,All,Unknown,,,,
2021,Overall,Florida,All,All,All,All,All,Urban,1963159,1979182,646647,0.3294
2021,Overall,Florida,All,All,All,Disabled,All,All,170260,177743,75297,0.4422
2021,Overall,Florida,All,All,All,ESRD,All,All,23984,19999,10604,0.4421
2021,Overall,Florida,All,All,Female,All,All,All,1138979,1128522,392504,0.3446
2021,Overall,Florida,All,All,Male,All,All,All,906283,935505,278261,0.307
2021,Overall,Florida,All,American Indian/Alaska Native,All,All,All,All,1369,1408,448,0.3272
2021,Overall,Florida,All,Asian/Pacific Islander,All,All,All,All,26703,28818,7657,0.2867
2021,Overall,Florida,All,Black/African American,All,All,All,All,133394,138252,42351,0.3175
2021,Overall,Florida,All,Hispanic,All,All,All,All,155580,156728,61072,0.3925
2021,Overall,Florida,All,Non-Hispanic White,All,All,All,All,1667800,1676492,539807,0.3237
2021,Overall,Florida,All,Other/Unknown,All,All,All,All,,,,
2021,Overall,Florida,Medicare & Medicaid,All,All,All,All,All,298669,279644,114876,0.3846
2021,Overall,Florida,Medicare Only,All,All,All,All,All,1746593,1784383,555889,0.3183
2021,Overall,Georgia,All,All,All,Aged,All,All,700942,712005,187086,0.2669
2021,Overall,Georgia,All,All,All,All,0-64,All,104351,107042,38868,0.3725
2021,Overall,Georgia,All,All,All,All,65-74,All,383274,394013,99810,0.2604
2021,Overall,Georgia,All,All,All,All,75-84,All,233170,234796,64463,0.2765
2021,Overall,Georgia,All,All,All,All,85 and over,All,91227,88795,25414,0.2786
2021,Overall,Georgia,All,All,All,All,All,All,812022,824646,228555,0.2815
2021,Overall,Georgia,All,All,All,All,All,Rural,164969,165206,41352,0.2507
2021,Overall,Georgia,All,All,All,All,All,Unknown,,,,
2021,Overall,Georgia,All,All,All,All,All,Urban,646419,658745,187024,0.2893
2021,Overall,Georgia,All,All,All,Disabled,All,All,95335,99563,35660,0.374
2021,Overall,Georgia,All,All,All,ESRD,All,All,15745,13079,5809,0.3689
2021,Overall,Georgia,All,All,Female,All,All,All,454651,452407,137045,0.3014
2021,Overall,Georgia,All,All,Male,All,All,All,357371,372239,91510,0.2561
2021,Overall,Georgia,All,American Indian/Alaska Native,All,All,All,All,405,404,135,0.3333
2021,Overall,Georgia,All,Asian/Pacific Islander,All,All,All,All,15239,16477,4137,0.2715
2021,Overall,Georgia,All,Black/African American,All,All,All,All,150647,156161,46175,0.3065
2021,Overall,Georgia,All,Hispanic,All,All,All,All,16252,18484,4106,0.2526
2021,Overall,Georgia,All,Non-Hispanic White,All,All,All,All,610742,613575,168941,0.2766
2021,Overall,Georgia,All,Other/Unknown,All,All,All,All,,,,
2021,Overall,Georgia,Medicare & Medicaid,All,All,All,All,All,145538,138224,49801,0.3422
2021,Overall,Georgia,Medicare Only,All,All,All,All,All,666484,686423,178754,0.2682
2021,Overall,Hawaii,All,All,All,Aged,All,All,92510,99209,39851,0.4308
2021,Overall,Hawaii,All,All,All,All,0-64,All,7436,8197,3866,0.5199
2021,Overall,Hawaii,All,All,All,All,65-74,All,48905,53399,20314,0.4154
2021,Overall,Hawaii,All,All,All,All,75-84,All,29488,31158,13144,0.4457
2021,Overall,Hawaii,All,All,All,All,85 and over,All,15237,15638,7065,0.4637
2021,Overall,Hawaii,All,All,All,All,All,All,101066,108392,44389,0.4392
2021,Overall,Hawaii,All,All,All,All,All,Rural,32863,35736,12082,0.3676
2021,Overall,Hawaii,All,All,All,All,All,Unknown,,,,
2021,Overall,Hawaii,All,All,All,All,All,Urban,68181,72608,32303,0.4738
2021,Overall,Hawaii,All,All,All,Disabled,All,All,6256,7152,3189,0.5098
2021,Overall,Hawaii,All,All,All,ESRD,All,All,2300,2031,1349,0.5865
2021,Overall,Hawaii,All,All,Female,All,All,All,54818,57107,24895,0.4541
2021,Overall,Hawaii,All,All,Male,All,All,All,46248,51285,19494,0.4215
2021,Overall,Hawaii,All,American Indian/Alaska Native,All,All,All,All,103,118,48,0.466
2021,Overall,Hawaii,All,Asian/Pacific Islander,All,All,All,All,48253,50956,21452,0.4446
2021,Overall,Hawaii,All,Black/African American,All,All,All,All,976,1228,404,0.4139
2021,Overall,Hawaii,All,Hispanic,All,All,All,All,5583,6275,2296,0.4112
2021,Overall,Hawaii,All,Non-Hispanic White,All,All,All,All,32385,35209,14146,0.4368
2021,Overall,Hawaii,All,Other/Unknown,All,All,All,All,,,,
2021,Overall,Hawaii,Medicare & Medicaid,All,All,All,All,All,12218,12333,5225,0.4276
2021,Overall,Hawaii,Medicare Only,All,All,All,All,All,88848,96059,39164,0.4408
2021,Overall,Idaho,All,All,All,Aged,All,All,159027,167713,34190,0.215
2021,Overall,Idaho,All,All,All,All,0-64,All,21323,22462,7901,0.3705
2021,Overall,Idaho,All,All,All,All,65-74,All,89990,96689,18926,0.2103
2021,Overall,Idaho,All,All,All,All,75-84,All,50706,52629,11312,0.2231
2021,Overall,Idaho,All,All,All,All,85 and over,All,19039,19019,4239,0.2226
2021,Overall,Idaho,All,All,All,All,All,All,181058,190798,42378,0.2341
2021,Overall,Idaho,All,All,All,All,All,Rural,76422,81852,15436,0.202
2021,Overall,Idaho,All,All,All,All,All,Unknown,,,,
2021,Overall,Idaho,All,All,All,All,All,Urban,104626,108923,26940,0.2575
2021,Overall,Idaho,All,All,All,Disabled,All,All,20642,21866,7593,0.3678
2021,Overall,Idaho,All,All,All,ESRD,All,All,1389,1220,595,0.4284
2021,Overall,Idaho,All,All,Female,All,All,All,97128,98891,24270,0.2499
2021,Overall,Idaho,All,All,Male,All,All,All,83930,91908,18108,0.2158
2021,Overall,Idaho,All,American Indian/Alaska Native,All,All,All,All,1471,1537,387,0.2631
2021,Overall,Idaho,All,Asian/Pacific Islander,All,All,All,All,1397,1510,330,0.2362
2021,Overall,Idaho,All,Black/African American,All,All,All,All,485,526,139,0.2866
2021,Overall,Idaho,All,Hispanic,All,All,All,All,6476,7077,1311,0.2024
2021,Overall,Idaho,All,Non-Hispanic White,All,All,All,All,166614,175234,39149,0.235
2021,Overall,Idaho,All,Other/Unknown,All,All,All,All,,,,
2021,Overall,Idaho,Medicare & Medicaid,All,All,All,All,All,28100,28206,9028,0.3213
2021,Overall,Idaho,Medicare Only,All,All,All,All,All,152958,162592,33350,0.218
2021,Overall,Illinois,All,All,All,Aged,All,All,1128110,1158038,305207,0.2705
2021,Overall,Illinois,All,All,All,All,0-64,All,146586,146903,66318,0.4524
2021,Overall,Illinois,All,All,All,All,65-74,All,592431,616029,153884,0.2598
2021,Overall,Illinois,All,All,All,All,75-84,All,372741,380832,105174,0.2822
2021,Overall,Illinois,All,All,All,All,85 and over,All,172284,169261,50552,0.2934
2021,Overall,Illinois,All,All,All,All,All,All,1284042,1313026,375928,0.2928
2021,Overall,Illinois,All,All,All,All,All,Rural,242944,245305,53498,0.2202
2021,Overall,Illinois,All,All,All,All,All,Unknown,,,,
2021,Overall,Illinois,All,All,All,All,All,Urban,1040759,1067226,322322,0.3097
2021,Overall,Illinois,All,All,All,Disabled,All,All,139088,140417,62745,0.4511
2021,Overall,Illinois,All,All,All,ESRD,All,All,16844,14571,7976,0.4735
2021,Overall,Illinois,All,All,Female,All,All,All,726033,729403,226067,0.3114
2021,Overall,Illinois,All,All,Male,All,All,All,558009,583623,149861,0.2686
2021,Overall,Illinois,All,American Indian/Alaska Native,All,All,All,All,467,489,199,0.4261
2021,Overall,Illinois,All,Asian/Pacific Islander,All,All,All,All,34491,36908,10018,0.2905
2021,Overall,Illinois,All,Black/African American,All,All,All,All,118409,120724,47722,0.403
2021,Overall,Illinois,All,Hispanic,All,All,All,All,68322,75619,23253,0.3403
2021,Overall,Illinois,All,Non-Hispanic White,All,All,All,All,1026280,1041532,284932,0.2776
2021,Overall,Illinois,All,Other/Unknown,All,All,All,All,,,,
2021,Overall,Illinois,Medicare & Medicaid,All,All,All,All,All,255856,241463,108112,0.4226
2021,Overall,Illinois,Medicare Only,All,All,All,All,All,1028186,1071563,267816,0.2605
2021,Overall,Indiana,All,All,All,Aged,All,All,584881,591715,143637,0.2456
2021,Overall,Indiana,All,All,All,All,0-64,All,89290,90000,39696,0.4446
2021,Overall,Indiana,All,All,All,All,65-74,All,325156,333278,77887,0.2395
2021,Overall,Indiana,All,All,All,All,75-84,All,183172,184090,46627,0.2546
2021,Overall,Indiana,All,All,All,All,85 and over,All,80503,77760,20838,0.2588
2021,Overall,Indiana,All,All,All,All,All,All,678121,685127,185048,0.2729
2021,Overall,Indiana,All,All,All,All,All,Rural,194838,197188,46927,0.2409
2021,Overall,Indiana,All,All,All,All,All,Unknown,,,,
2021,Overall,Indiana,All,All,All,All,All,Urban,482981,487586,138041,0.2858
2021,Overall,Indiana,All,All,All,Disabled,All,All,85663,86921,38288,0.447
2021,Overall,Indiana,All,All,All,ESRD,All,All,7577,6491,3123,0.4122
2021,Overall,Indiana,All,All,Female,All,All,All,383510,379787,111382,0.2904
2021,Overall,Indiana,All,All,Male,All,All,All,294611,305340,73666,0.25
2021,Overall,Indiana,All,American Indian/Alaska Native,All,All,All,All,304,310,117,0.3849
2021,Overall,Indiana,All,Asian/Pacific Islander,All,All,All,All,4948,5274,1139,0.2302
2021,Overall,Indiana,All,Black/African American,All,All,All,All,35564,35821,13173,0.3704
2021,Overall,Indiana,All,Hispanic,All,All,All,All,11443,12250,3283,0.2869
2021,Overall,Indiana,All,Non-Hispanic White,All,All,All,All,608131,613166,162926,0.2679
2021,Overall,Indiana,All,Other/Unknown,All,All,All,All,,,,
2021,Overall,Indiana,Medicare & Medicaid,All,All,All,All,All,124678,118436,52687,0.4226
2021,Overall,Indiana,Medicare Only,All,All,All,All,All,553443,566691,132361,0.2392
2021,Overall,Iowa,All,All,All,Aged,All,All,375960,380351,66452,0.1768
2021,Overall,Iowa,All,All,All,All,0-64,All,39609,40922,15705,0.3965
2021,Overall,Iowa,All,All,All,All,65-74,All,203089,208103,33006,0.1625
2021,Overall,Iowa,All,All,All,All,75-84,All,116927,118016,20886,0.1786
2021,Overall,Iowa,All,All,All,All,85 and over,All,57579,55690,13169,0.2287
2021,Overall,Iowa,All,All,All,All,All,All,417204,422730,82766,0.1984
2021,Overall,Iowa,All,All,All,All,All,Rural,227945,231598,42567,0.1867
2021,Overall,Iowa,All,All,All,All,All,Unknown,,,,
2021,Overall,Iowa,All,All,All,All,All,Urban,189085,190940,40112,0.2121
2021,Overall,Iowa,All,All,All,Disabled,All,All,38281,39746,15255,0.3985
2021,Overall,Iowa,All,All,All,ESRD,All,All,2963,2633,1059,0.3574
2021,Overall,Iowa,All,All,Female,All,All,All,233203,231759,49004,0.2101
2021,Overall,Iowa,All,All,Male,All,All,All,184001,190971,33762,0.1835
2021,Overall,Iowa,All,American Indian/Alaska Native,All,All,All,All,461,471,123,0.2668
2021,Overall,Iowa,All,Asian/Pacific Islander,All,All,All,All,2468,2661,405,0.1641
2021,Overall,Iowa,All,Black/African American,All,All,All,All,4958,5098,1423,0.287
2021,Overall,Iowa,All,Hispanic,All,All,All,All,4620,5117,952,0.2061
2021,Overall,Iowa,All,Non-Hispanic White,All,All,All,All,394770,399047,78012,0.1976
2021,Overall,Iowa,All,Other/Unknown,All,All,All,All,,,,
2021,Overall,Iowa,Medicare & Medicaid,All,All,All,All,All,55274,54034,22596,0.4088
2021,Overall,Iowa,Medicare Only,All,All,All,All,All,361930,368697,60170,0.1662
2021,Overall,Kansas,All,All,All,Aged,All,All,326847,330893,61805,0.1891
2021,Overall,Kansas,All,All,All,All,0-64,All,38035,38850,14763,0.3881
